businessId,businessName,label,V1,V2,wonderful,perfect,generous,favorite,delicious,tasty,reasonable,highly,price,awesome,best,nice,clean,good,quick,fan,excellent,soon,prices,yummy,quality,taste,size,high,husband,amazing,really,offer,great,fantastic,recommend,fresh,little,sure,friendly,coming,try,real,usual,add,find,choice,rice,special,valley,quite,week,love,places,definitely,tried,every,close,super,thin,ever,new,found,way,lot,like,thing,also,mall,flavorful,well,ice,regular,enjoy,portion,made,friend,come,always,bit,staff,disappointed,reason,us,food,everything,top,com,eat,large,lunch,back,end,often,looking,ill,go,place,flavor,make,since,businessRating
JHUcIssf3crggsVxfQ8q8w,Popeyes Louisiana Kitchen,High,-0.247537413,-0.00035181,0,0,0,0,5,1,0,0,4,0,0,3,2,7,1,5,0,0,2,0,0,1,0,2,0,2,1,1,6,1,1,2,2,3,1,1,1,2,1,1,2,0,10,2,0,1,0,7,0,1,0,4,2,1,5,7,1,1,5,2,4,5,4,1,0,1,16,0,1,1,1,3,4,2,2,2,0,2,26,10,0,3,12,9,3,3,3,8,0,0,9,17,5,0,2,1,3.5
2MM8cFKHp8OaB13fp0ysGw,Lafonda Mexican Restaurant,High,-0.253955289,0.001010128,0,0,0,1,0,1,0,0,3,0,2,0,0,9,3,1,0,0,2,0,0,4,1,1,0,3,3,0,6,0,0,3,6,0,2,0,2,3,1,0,0,0,7,2,1,0,3,5,5,0,1,3,3,2,15,5,2,0,7,2,8,11,1,0,0,3,13,1,1,1,1,2,1,4,1,1,0,2,18,10,3,0,5,12,0,0,2,8,0,0,9,16,12,2,0,1,3.5
16orLd_wKfdfh4AxTZu_zQ,The Office,High,-0.253685006,-0.00959221,0,0,0,0,0,0,0,0,1,2,3,5,1,15,1,1,0,0,0,0,0,0,1,2,0,1,12,1,2,0,0,1,4,1,3,0,1,12,0,1,0,0,1,3,0,0,0,2,1,1,1,2,4,0,14,6,1,2,2,2,9,11,1,2,0,1,15,1,1,2,1,7,5,1,4,1,0,0,14,5,0,1,5,5,2,4,3,9,0,0,9,21,13,2,0,0,3.5
ggBkO170QkYZAezFGMKYjQ,Pho Old Saigon Vietnamese Cuisine,High,-0.245649895,-0.004133145,0,1,0,2,0,4,0,0,2,0,4,1,3,12,0,2,2,0,2,0,3,4,0,1,1,1,3,0,3,0,0,1,6,0,1,1,1,4,1,6,2,0,7,0,2,1,2,5,5,1,0,3,0,0,3,6,4,1,1,2,6,3,2,5,1,3,11,0,0,0,1,1,2,1,1,3,0,0,11,11,0,0,9,17,3,1,1,3,0,0,5,24,22,4,0,0,3.5
MkG0X_ubfBRoxvjxYvldbA,Port of Subs,High,-0.238471296,0.005568425,0,1,0,0,4,2,0,2,2,0,1,2,3,11,1,0,0,0,1,0,0,4,1,3,0,0,6,1,2,0,2,5,3,3,1,1,1,6,1,0,1,2,2,0,0,2,3,2,3,2,1,3,2,0,5,8,1,0,11,1,3,2,4,1,0,1,12,0,1,1,1,1,2,6,3,4,0,1,23,3,2,2,5,22,0,5,0,5,2,0,1,17,8,0,9,1,3.5
I4L_MJOZsnux3xCU2bLP8Q,Cranberry Hills Eatery & Catering,High,-0.234702759,0.008443995,1,0,0,1,1,0,1,0,5,1,2,3,1,5,1,0,0,0,2,0,0,0,2,0,0,2,4,4,1,0,1,3,3,2,1,1,4,5,1,2,0,0,5,2,0,0,2,0,0,2,1,3,0,2,7,7,3,0,3,1,2,6,7,1,0,5,23,1,0,0,1,1,4,0,1,0,0,4,16,8,1,3,7,5,0,13,6,2,1,0,17,19,9,0,2,4,3.5
5Va2HCh_R2fhdGI15K32XA,Good China Restaurant,High,-0.250194071,-0.021361176,1,1,0,3,3,1,0,0,4,2,3,1,0,8,0,2,1,1,4,1,2,3,1,1,0,0,5,0,5,0,2,1,0,2,2,0,2,6,0,0,2,1,8,3,1,0,0,2,1,1,0,1,0,0,7,4,0,0,6,1,5,7,4,0,2,2,16,0,1,0,0,4,1,4,0,2,0,0,20,8,1,0,9,9,0,7,4,9,0,3,5,27,6,3,0,1,3.5
Uo5CqWuJwPNfQPO9QvECgA,Pho 35,High,-0.237091232,-0.002462996,0,0,1,0,1,0,0,0,0,0,2,4,3,5,1,1,0,1,0,0,0,0,0,0,1,1,4,1,11,0,0,3,3,0,4,0,5,4,1,2,1,4,1,3,0,0,0,3,1,1,1,1,5,3,6,7,2,1,3,1,9,4,4,10,1,3,16,0,1,1,2,5,2,0,4,1,0,0,15,7,0,1,5,19,2,2,6,5,0,1,8,13,10,4,1,1,3.5
FBuNLiL2KILEQ9e8SbNWPw,Port of Subs,High,-0.239139369,0.014427013,0,0,0,0,0,0,1,1,2,2,2,2,2,7,4,2,0,0,1,2,0,1,0,1,0,0,5,1,1,1,3,4,3,2,0,1,1,5,0,3,1,0,2,0,0,1,1,1,0,1,0,2,3,2,4,3,1,1,11,5,6,2,1,0,0,2,11,1,3,0,2,0,2,4,6,4,0,2,34,3,0,1,9,12,0,5,5,7,0,0,5,17,14,0,3,6,3.5
QHyqYUZ0WdxHYPAenIuLjw,Rosati's Pizza,High,-0.253563052,-0.011478943,0,0,0,1,3,1,0,0,2,0,4,2,1,13,2,0,0,1,0,0,6,4,1,0,0,4,3,1,2,0,0,1,4,0,1,1,4,3,1,1,1,2,2,1,1,1,1,0,0,1,1,5,0,1,10,12,0,1,3,1,7,0,0,2,1,3,10,0,0,1,0,3,2,0,1,1,0,0,48,5,0,4,4,5,1,3,4,4,1,0,4,30,3,3,3,1,3.5
nNKUkjTaGWW3I3XkpHF5Hg,Yoshi's,High,-0.24839584,0.03701413,0,0,0,2,1,0,0,0,7,0,2,1,2,14,5,3,1,0,2,0,1,2,0,0,0,0,4,0,4,2,0,0,1,0,0,0,2,5,1,2,1,0,20,1,1,0,2,3,0,1,0,0,1,0,5,3,0,0,5,5,5,2,3,1,0,1,28,0,0,0,0,0,3,1,2,4,0,2,20,12,0,3,3,12,1,5,2,1,2,0,4,23,9,1,2,1,3.5
ZgvRm5mAyHJs-yWH6pYHww,Il Primo Pizza & Wings,High,-0.228257106,-0.026687192,0,0,0,0,0,1,0,0,1,1,3,3,1,12,1,1,0,0,0,1,0,2,7,0,3,0,4,1,7,1,1,1,1,3,0,0,0,5,0,0,0,0,1,3,1,2,2,2,2,1,1,2,1,0,7,8,0,0,3,1,4,6,7,3,0,2,11,0,2,0,1,1,2,2,1,0,2,0,28,5,1,2,5,12,7,1,2,5,1,1,8,26,10,2,2,4,3.5
KszjzV0F4WqkKFH_-5fHmQ,Rosati's Pizza,High,-0.25924094,-0.004177803,0,0,0,0,0,1,0,0,5,1,3,3,0,12,2,1,0,0,2,1,0,2,0,2,0,1,2,0,10,1,1,0,2,1,3,0,1,4,1,0,1,0,5,3,1,1,2,2,1,0,0,1,1,0,9,5,0,1,6,1,5,6,3,2,0,1,22,1,2,0,1,4,2,3,4,4,0,0,18,9,0,0,15,14,0,3,1,5,1,0,7,21,6,1,0,0,3.5
8_mbjbTK_Ci3DljpzdipuA,La Salsitas,High,-0.230683598,-0.006039305,0,1,0,0,2,2,1,0,2,1,2,1,1,8,1,1,0,0,1,1,0,1,0,0,3,0,1,0,7,1,0,5,2,2,1,1,3,2,3,1,0,1,5,1,2,0,1,0,0,0,0,2,1,2,8,5,2,1,3,1,7,8,6,0,0,0,12,1,1,1,1,2,3,0,3,0,1,2,26,11,2,5,8,11,7,3,3,3,0,2,16,14,6,1,2,2,3.5
cN4gmlntyQ-maTW4PdT-Kw,Streets of New York,High,-0.257134085,-0.03704459,0,1,0,1,2,1,0,1,2,0,3,1,0,6,0,5,0,0,0,0,2,4,0,2,0,0,4,0,6,2,1,3,4,1,2,0,3,4,3,2,0,2,2,0,0,0,1,1,0,0,1,2,3,0,7,10,5,1,12,2,4,6,0,2,1,4,15,0,1,0,2,2,2,5,2,1,0,0,24,11,2,2,11,9,0,1,4,5,0,0,7,16,4,3,2,0,3.5
Fn8hc8b3357nDJfFksdcbg,Zest - Spirited Dining,High,-0.239301871,-0.010022952,2,1,0,2,0,0,1,1,5,0,4,3,4,4,0,0,2,0,1,0,0,0,0,3,0,1,3,3,2,0,3,0,4,1,4,0,4,4,0,1,3,0,5,3,0,0,0,3,0,1,1,0,0,0,11,5,1,2,3,3,4,5,4,1,1,3,15,0,1,1,2,6,0,3,4,1,0,1,23,12,0,2,9,6,3,0,2,13,0,0,5,18,7,4,3,0,3.5
gj9Y6PAos1yD4P7FO8gQWA,Uncle Bear's,High,-0.254075756,-0.007677596,0,2,1,3,0,0,0,0,1,1,1,3,0,17,0,0,0,0,1,0,2,0,0,0,0,1,3,2,8,0,0,0,1,2,8,1,3,3,1,1,0,0,1,1,0,0,0,9,1,1,1,5,0,2,5,7,2,0,5,1,5,4,3,0,0,1,11,2,0,1,1,8,2,3,0,3,0,2,14,13,1,0,5,13,0,1,0,12,0,2,7,27,11,0,1,1,3.5
Oq6auTf00XU2s5CJKKa7PA,Don Rafa Taqueria,High,-0.249405833,-0.047080405,0,2,0,3,1,1,0,0,0,0,0,2,0,15,0,0,0,0,0,1,0,1,0,1,5,1,3,1,4,0,0,1,4,1,1,0,3,3,0,1,1,1,4,1,0,0,0,1,0,0,0,2,2,1,10,5,0,1,7,2,8,6,2,4,0,2,13,0,1,0,3,1,1,1,4,4,1,3,25,4,1,1,3,15,1,2,4,4,0,2,12,27,8,0,2,3,3.5
DK-SRzWGFPykx4pIvsF6_A,Sammy's Sports Bar and Grill,High,-0.260872852,-0.018487642,0,0,0,1,0,0,0,0,2,2,1,3,0,9,0,0,0,0,1,0,0,1,0,0,0,0,4,1,7,0,1,0,4,0,3,2,4,4,1,0,1,0,2,3,2,1,3,5,1,0,0,4,2,1,8,10,3,1,7,2,5,6,0,0,0,1,6,0,3,0,1,6,2,4,0,1,0,2,12,4,4,0,9,15,0,0,5,17,0,0,15,19,16,0,0,0,3.5
y_tiOBglwo64dN_J6h6rtQ,Dairy Queen,High,-0.245136191,0.020379224,0,1,1,0,0,0,0,0,0,1,3,4,3,5,3,0,0,0,0,1,1,1,3,1,0,1,3,1,5,0,0,0,3,2,3,0,1,5,2,0,1,0,0,1,0,1,3,4,1,0,0,3,0,1,3,8,4,2,15,1,6,2,3,1,0,3,21,0,0,0,1,3,3,10,2,2,0,0,29,9,0,3,4,11,1,1,3,7,0,1,7,17,5,0,3,0,3.5
D0tHnskAgaRjCBdoXVev_g,Popeyes,High,-0.259282675,-0.012490342,0,0,0,1,2,3,0,0,0,3,3,2,0,17,2,2,0,0,0,2,0,1,1,2,0,0,7,0,1,0,1,3,1,3,1,1,2,8,0,0,0,0,10,4,0,0,0,3,3,0,2,3,1,0,6,4,2,1,7,0,11,5,1,0,0,2,15,3,0,1,1,3,2,3,2,2,0,0,11,17,1,0,13,5,0,1,2,4,0,0,4,23,7,2,3,1,3.5
aUHHfCiFtGhN5R6KXCsBKw,Fenix Eatery & Bar,High,-0.260839922,-0.035201955,0,0,0,0,1,1,0,0,3,1,4,8,0,10,0,1,3,1,1,0,2,1,0,2,0,0,4,1,5,0,0,3,3,1,0,0,4,4,0,2,0,0,3,5,0,1,0,4,2,0,1,5,0,3,16,10,3,0,3,0,4,16,5,0,0,3,17,0,0,0,0,1,3,2,0,0,0,0,26,6,3,1,3,8,1,1,1,3,0,0,4,15,12,0,2,1,3.5
oe45XbxddG4EKhpWAHIk2w,Taka Grill and Cafe,High,-0.244226591,0.00168923,0,1,1,1,4,2,0,0,2,0,2,3,3,2,0,0,0,0,1,0,1,4,0,0,1,0,2,1,5,0,0,2,2,2,2,1,4,3,0,0,3,0,7,2,1,0,0,2,2,1,1,0,0,0,9,1,1,2,5,0,12,6,9,0,0,3,11,1,3,0,2,6,4,1,2,0,0,0,27,9,0,2,7,13,1,4,6,8,0,3,5,12,9,3,0,1,3.5
10VZ8KEshqD5twjcmZ-eaw,El Portal Restaurant,High,-0.251312321,-0.02807952,0,0,0,2,4,1,0,0,1,1,2,3,0,7,1,1,2,0,0,0,1,1,0,1,1,1,4,0,2,1,2,1,5,1,0,2,7,6,0,0,1,1,2,2,0,2,0,10,1,1,0,4,1,1,5,9,1,2,1,1,5,5,2,1,0,2,12,0,1,0,0,4,1,1,0,3,0,0,27,10,1,1,9,7,3,7,5,6,0,1,13,17,7,0,1,0,3.5
tNdb_01AHU3O1_ISE2Mf1w,Las Cazuelas Mexican Food Restaurant,High,-0.266462579,-0.014163558,0,1,1,1,2,0,1,0,1,0,3,1,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,2,0,4,0,1,0,5,0,0,0,1,1,2,2,0,0,2,1,0,0,0,1,1,0,16,7,3,1,5,1,11,10,0,3,0,6,12,1,0,0,1,1,4,2,3,0,0,1,32,14,0,3,11,8,0,6,0,7,0,2,7,21,1,1,2,1,3.5
tONuJUMGL394lS3MM0UmzQ,Firehouse Subs,High,-0.249232419,-0.022235184,1,2,0,0,1,0,0,0,3,2,2,1,3,4,2,1,1,0,0,0,0,0,1,2,1,0,2,0,7,1,0,0,1,4,2,1,5,2,0,1,0,0,3,1,0,0,1,8,0,0,1,3,1,0,6,5,7,1,3,0,5,3,2,0,3,0,6,0,1,0,3,5,6,2,2,2,0,0,26,9,1,2,13,15,0,1,8,6,0,1,9,16,11,4,0,2,3.5
0EsThEHD8nqv4qdsnVeGyQ,Carraba's Italian Grill,High,-0.258565599,-0.015569728,0,2,0,0,0,2,0,0,1,1,2,3,0,14,2,2,3,0,0,0,1,1,0,0,0,0,6,2,4,0,1,0,0,4,2,0,1,8,3,1,0,0,1,2,0,0,1,1,0,0,0,2,0,0,8,11,3,0,3,1,5,7,5,0,0,2,11,1,2,0,2,2,2,1,1,1,0,3,27,10,0,3,10,8,0,0,1,5,2,0,15,23,3,1,5,0,3.5
dZb_-YeZGUWlYNd-nOXRYg,Subway,High,-0.234049641,0.068434537,0,0,0,0,0,0,1,0,2,0,1,1,8,3,3,0,0,1,0,0,2,1,0,0,0,1,1,0,4,0,1,3,2,1,6,0,1,1,2,0,0,2,2,3,0,1,0,5,0,2,0,4,1,1,3,9,1,0,28,0,4,3,3,1,0,6,14,1,1,2,1,7,1,4,2,5,0,1,12,1,1,1,8,17,0,2,2,10,3,1,7,14,4,0,6,1,3.5
KqEbhQYu7ZBQY_gP0H0YJQ,Wingstop,High,-0.250915549,-0.00507221,0,2,0,2,0,0,0,0,3,0,2,3,1,6,2,0,0,0,2,1,2,4,1,0,0,0,2,0,4,0,0,3,3,0,2,0,2,2,3,3,1,1,3,3,0,0,0,4,1,0,1,3,1,1,5,11,1,2,5,2,8,3,2,1,0,0,13,0,0,0,1,5,0,3,1,0,1,0,27,6,1,9,3,10,0,1,3,7,0,2,5,17,12,8,3,1,3.5
kcBHEBHnTx9ySJwOdaSgPA,Culver's,High,-0.260201636,-0.025900505,0,0,0,0,0,7,0,0,1,0,3,1,1,7,1,0,0,0,0,1,1,1,0,0,2,0,3,1,4,0,0,3,7,0,3,0,7,6,0,1,1,1,1,0,0,0,0,3,0,4,0,2,1,1,10,5,1,0,3,2,5,6,3,0,0,4,7,0,0,0,1,5,0,1,3,2,0,0,21,11,1,2,5,13,1,1,3,7,0,0,12,28,6,2,3,2,3.5
vjHkbRBdUwG8aHDXllz37A,Flight Deck Cafe,High,-0.233465842,0.02062333,1,0,0,1,0,2,3,0,5,1,2,1,0,9,2,1,1,0,3,0,1,0,1,3,0,0,1,0,7,0,3,0,3,1,2,0,1,1,0,0,2,0,5,2,0,1,1,2,0,1,2,3,6,2,7,7,2,2,6,1,1,3,1,4,0,3,12,2,1,1,0,3,3,1,1,3,0,3,14,12,2,2,8,12,1,5,1,10,1,1,3,13,11,0,4,1,3.5
QhZgTuDoGMXyLu2WzrPoyw,Village Inn,High,-0.256229385,0.003586295,0,0,0,1,3,0,0,0,0,4,1,2,4,2,2,2,0,0,0,0,0,0,1,1,2,1,2,0,5,0,1,1,2,1,2,1,1,3,0,0,1,2,0,1,0,0,3,2,1,0,0,0,1,0,9,4,3,0,12,0,9,8,5,1,0,2,11,0,0,1,4,7,0,9,0,2,0,1,22,3,0,0,3,10,1,2,1,14,0,1,18,17,12,0,2,0,3.5
dPAQrPQn8bzsZqt7QSdKjQ,Denny's Restaurant,High,-0.264008665,-0.003881646,0,1,0,2,0,1,0,0,0,0,0,0,2,12,2,0,0,0,0,1,0,0,0,1,1,2,2,1,10,0,0,2,0,2,4,1,6,2,3,2,0,1,0,2,1,1,0,1,1,1,0,1,0,0,5,11,2,0,7,3,4,5,1,0,0,1,7,0,3,0,2,5,1,5,1,3,0,1,25,14,0,3,4,14,0,1,8,6,0,0,13,20,4,0,1,1,3.5
Kj4H_ptNtvhaDPJX-F4QNQ,Native New Yorker,High,-0.254272603,-0.033391498,1,0,0,1,0,1,0,0,2,1,1,2,0,6,0,1,0,2,1,2,0,0,0,0,0,0,3,1,5,0,1,0,2,3,3,1,3,3,0,0,1,0,2,0,0,0,0,1,0,2,1,5,3,1,9,10,6,1,4,2,7,8,1,1,0,0,11,0,2,0,3,3,2,1,1,1,1,1,28,5,2,1,7,17,0,0,6,9,0,1,9,15,4,2,2,4,3.5
lDpZvI18smqlyBeC4YykFA,Sonic,High,-0.262040869,0.00987736,0,0,0,3,1,0,0,0,2,1,1,1,2,7,2,0,0,0,1,0,1,1,3,0,0,0,4,0,2,0,0,2,4,3,2,0,1,4,3,1,0,0,2,1,0,1,0,3,1,0,1,3,1,0,12,5,5,0,4,3,6,8,3,1,0,3,11,0,0,0,1,4,0,2,1,0,0,3,44,9,1,1,4,10,0,0,3,7,1,0,5,17,4,0,4,0,3.5
#NAME?,Chik A Ribs,High,-0.257128852,-0.036476508,1,1,0,0,1,0,0,0,2,0,2,7,1,9,0,3,0,0,1,0,0,3,1,2,0,1,2,0,4,3,1,0,1,0,0,1,5,2,0,0,1,0,2,0,0,2,0,0,0,2,2,4,1,0,14,9,6,1,2,0,4,11,6,0,0,2,10,0,0,1,0,0,1,0,2,0,0,0,27,7,2,1,7,10,2,1,4,5,1,0,3,26,7,4,1,0,3.5
CSr0ur66eNbIskCy-UGdHg,New York NY Fresh Deli,High,-0.244897921,0.016686313,0,0,0,1,3,1,2,0,2,0,2,3,3,8,1,0,1,0,1,0,3,3,1,1,0,1,3,1,5,0,0,5,0,0,4,0,3,4,0,3,1,3,2,1,0,1,0,1,0,2,2,1,1,0,7,2,4,0,6,2,4,7,2,4,0,2,13,1,2,0,4,5,2,2,2,1,1,2,19,7,0,1,4,14,0,3,0,6,2,0,8,17,7,1,1,0,3.5
XXdXgsLzigS4afx8lv9MRw,US Pizza,High,-0.262917808,-0.012329068,0,1,0,2,1,1,0,0,7,0,3,1,0,11,1,1,0,0,1,0,1,4,0,1,0,1,2,0,1,0,1,0,1,0,0,0,7,2,3,0,0,0,7,4,1,0,0,3,2,2,3,2,0,0,10,5,2,0,2,0,4,4,3,0,0,4,12,0,3,1,1,0,1,2,0,0,1,0,33,9,1,1,4,12,5,0,2,2,0,0,10,15,13,0,0,2,3.5
ZAgPh4v-oOb1g6cdlkKI0g,Phoenix House Of Pizza And Subs,High,-0.252406204,0.021804336,0,0,0,0,0,3,0,0,1,0,1,1,2,10,5,1,0,1,1,1,0,1,0,0,1,1,0,0,4,0,0,1,4,7,1,0,1,0,0,2,3,0,1,1,1,0,1,4,2,2,1,2,1,0,9,3,0,3,5,5,5,5,2,4,0,1,20,0,0,0,2,1,2,3,1,0,0,1,26,0,0,1,6,12,0,11,1,5,0,1,6,13,14,0,2,0,3.5
JJi5HMpypL3xNB5HjTMeCg,Silver Spoon Cafe,High,-0.246995377,-0.020443865,0,0,0,0,0,4,0,0,2,1,0,4,0,5,1,0,1,2,0,1,0,1,0,0,1,0,7,0,2,0,1,2,5,0,1,0,5,8,0,0,0,0,2,5,0,1,3,2,1,0,0,5,4,0,8,6,1,2,4,1,5,7,6,2,0,2,10,0,0,0,2,3,2,1,0,1,1,1,16,5,3,1,4,9,1,14,7,8,0,0,6,15,3,0,3,1,3.5
KIbFaBrZDX7rrYJInkv5Kg,Del Taco,High,-0.268032119,-0.014878289,0,0,0,1,1,1,0,0,0,0,5,2,1,3,2,1,0,0,0,1,0,0,1,1,0,0,2,0,3,0,1,0,2,2,0,0,2,4,0,2,1,0,0,0,0,0,2,4,0,2,1,4,3,2,17,14,0,1,8,0,8,15,2,0,0,3,4,1,2,1,5,4,2,1,0,1,0,1,22,7,1,1,4,9,0,1,1,8,0,0,9,13,9,1,4,0,3.5
6xDQaprsX-GMl6umXeILPw,101 Bistro,High,-0.258248892,-0.014761955,0,1,0,0,2,2,0,0,1,1,2,6,0,5,2,0,0,1,0,0,0,1,1,1,0,1,3,1,2,0,0,1,2,2,0,0,2,6,1,1,1,0,1,1,0,0,1,3,1,2,0,1,2,1,11,3,3,2,5,2,4,10,2,1,0,2,21,0,1,1,0,1,1,0,1,0,0,2,35,4,1,1,3,16,1,5,4,2,0,2,8,11,7,0,1,0,3.5
#NAME?,JJ's Sports Cantina,High,-0.254579098,-0.007985831,0,0,0,2,0,0,0,0,2,1,0,1,2,10,0,0,0,2,0,0,1,0,0,1,1,0,2,1,6,0,0,0,1,0,1,0,0,3,3,0,0,1,2,2,0,2,0,3,0,2,2,2,2,0,4,10,1,1,5,1,2,1,0,2,0,3,9,3,2,0,3,5,3,4,2,8,0,0,18,11,0,1,5,7,1,0,4,12,1,2,11,17,14,0,3,1,3.5
CqRoozwTWAz4ufcsiJBRSw,Filiberto's,High,-0.268023787,-0.02786735,0,0,0,3,6,0,0,0,2,0,3,1,0,4,0,0,0,0,1,0,1,1,0,0,3,0,1,0,3,0,0,1,1,1,1,1,2,3,3,3,1,0,6,0,1,0,0,9,0,0,2,4,2,1,8,7,1,0,8,0,9,5,4,0,0,1,8,0,0,1,0,2,5,7,1,0,0,0,30,16,2,0,6,8,0,0,2,5,0,0,5,14,4,1,2,2,3.5
btyUDDEtkdTIaVXSIsqJKg,Humble Pie,High,-0.264488315,-0.019491394,0,2,0,1,0,0,0,0,7,0,2,2,0,9,1,1,0,0,1,0,2,5,0,1,0,0,5,2,4,0,1,2,1,1,2,2,4,5,1,4,4,2,7,0,0,0,0,1,0,1,1,0,0,2,4,1,1,0,2,2,1,3,0,2,0,4,13,1,0,0,1,2,1,1,3,2,0,0,32,4,0,9,10,13,0,0,1,6,0,0,2,15,8,3,0,0,3.5
FUE9XeUVX9BD5ruo2EOPLw,Carl's Jr.,High,-0.26850726,-0.012993093,0,0,0,0,3,2,0,0,1,0,3,4,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,1,2,1,2,0,2,1,0,1,0,0,1,1,3,1,0,0,2,1,0,9,9,1,0,5,3,6,5,2,2,0,2,9,0,3,0,2,1,2,2,2,1,0,1,29,10,1,2,13,13,0,3,7,3,0,1,8,13,9,1,3,2,3.5
grk9RANQRR-IZouPFP3kgA,La Tortotota,High,-0.267718958,-0.01764375,0,0,0,0,2,1,0,0,1,1,1,0,2,10,0,0,2,0,1,1,0,2,0,1,0,2,7,0,7,0,1,0,2,0,1,0,8,8,2,1,0,2,1,1,0,0,1,2,1,1,2,3,1,0,5,5,3,1,2,1,8,4,2,0,0,2,7,0,1,0,2,3,0,1,2,0,0,0,18,11,2,2,4,17,1,0,2,5,0,1,6,19,14,1,0,1,3.5
hGTDqGAQtnyrTwoxF1_gAA,Waffle House,High,-0.264610543,-0.018206378,0,1,0,0,1,3,0,0,1,1,1,2,2,8,0,2,0,0,0,0,1,0,1,0,0,1,1,1,5,0,1,0,1,0,2,1,3,1,1,0,0,0,1,0,0,0,2,4,1,0,2,3,1,0,11,6,0,3,3,1,2,11,2,1,1,3,8,0,1,2,2,2,2,1,0,1,0,1,36,9,2,8,6,11,0,0,2,6,0,0,5,13,10,2,2,0,3.5
5weJ3DRKwvQ9claomkYq9w,Fox's Pizza Den,High,-0.242690361,-0.010112056,0,0,0,2,0,3,0,1,4,1,4,1,0,8,3,0,0,0,0,0,2,0,1,3,0,1,3,0,0,0,1,0,2,3,0,0,3,4,1,0,0,0,4,0,0,1,1,6,2,1,1,2,3,3,9,11,3,1,1,1,3,5,0,2,0,0,11,0,1,0,1,0,0,0,3,0,2,1,23,2,0,2,1,8,5,1,9,2,0,3,11,17,12,0,4,2,3.5
viQLBKFtCQkPykFUulVeuw,The Great Indoors,High,-0.247630459,-0.031233534,0,0,0,0,0,0,0,1,6,0,1,1,0,2,0,3,0,1,4,0,1,0,0,3,2,1,4,2,13,1,1,0,0,1,0,2,0,5,1,0,2,1,6,0,0,0,2,1,0,0,1,5,1,0,7,10,6,2,6,1,3,7,4,0,0,1,12,0,2,0,1,0,2,5,0,0,0,0,19,1,2,1,7,14,0,0,6,8,0,3,9,6,6,0,1,4,3.5
CVpsw1ojfQBMuasB1nF3zA,Barro's Pizza,High,-0.263720766,-0.029549757,1,1,0,2,0,0,0,0,3,4,6,2,0,11,1,2,0,0,2,0,4,4,0,0,0,2,3,0,5,2,1,1,3,2,0,0,1,3,1,0,1,0,3,0,1,2,1,7,0,0,4,2,1,1,4,3,1,0,6,1,2,3,1,2,1,0,11,0,1,0,1,1,1,2,1,1,0,0,25,6,1,2,5,14,2,1,1,2,0,0,5,23,7,2,2,0,3.5
eV25RVJvKcvPQqxSde0lBQ,La Katra Hot Dog Cart,High,-0.2620607,-0.020251532,0,1,1,0,1,0,0,0,1,0,1,1,1,6,1,1,0,0,0,1,0,0,0,1,0,0,1,0,3,1,1,1,6,2,1,1,2,1,0,3,1,1,1,6,0,0,4,1,0,0,2,3,2,0,21,6,0,0,6,2,6,17,3,3,0,2,7,0,0,0,1,2,2,1,2,0,1,1,21,10,1,6,4,6,0,0,0,6,0,0,13,9,4,3,3,0,3.5
3GpihkrWZOmu1a5k1EfA6g,Costa Vida,High,-0.252346475,-0.022679463,0,0,0,1,0,1,0,1,1,2,3,1,2,7,2,1,1,0,0,0,1,3,1,2,2,2,2,0,6,1,1,8,1,1,1,0,3,4,0,0,1,0,6,0,0,1,1,3,1,1,0,1,2,0,7,6,2,1,4,1,6,6,4,0,1,0,10,0,2,2,2,3,3,1,1,1,0,0,11,7,1,0,6,11,0,2,5,4,0,2,13,11,6,1,6,2,3.5
jeH6GaIq-BDr__j9oqxKtA,Rosatis Pizza,High,-0.254758759,-0.028720505,0,0,0,0,2,0,1,1,1,0,1,3,1,7,0,1,1,0,0,0,0,2,1,1,2,0,5,0,6,0,0,0,6,1,0,0,3,5,1,0,1,0,1,1,0,3,1,3,3,2,2,0,0,0,12,3,3,0,8,3,11,2,3,1,0,1,7,0,1,1,1,2,0,6,0,0,1,1,28,0,0,5,4,9,3,0,1,2,0,1,8,22,5,2,2,1,3.5
rOHs19lhPWXiuPMHzNbJZg,Szechuan Palace,High,-0.258799678,-0.013725552,0,0,0,0,3,1,1,0,3,1,1,3,0,13,2,1,0,1,1,0,0,4,0,1,0,1,4,0,1,0,0,1,2,1,2,2,0,5,0,2,0,0,3,1,1,1,0,1,0,2,0,0,0,1,5,3,1,2,1,1,1,4,3,0,0,1,11,0,2,0,1,7,4,0,1,0,2,1,25,17,0,1,10,3,0,1,4,8,0,1,5,25,10,0,0,1,3.5
XtxDe5SQfcW1yDOe1GC29Q,Shanghai Club,High,-0.2565725,0.001089468,0,1,1,1,0,0,1,0,2,0,1,2,0,5,2,0,0,1,2,1,0,1,0,0,0,0,2,1,2,0,1,0,2,0,2,0,1,6,0,1,0,0,5,4,0,1,3,1,2,1,1,5,4,0,6,8,0,0,7,0,6,5,1,3,0,1,10,1,1,1,2,4,2,3,3,3,0,1,20,11,3,0,5,8,0,5,2,7,0,0,3,18,6,2,2,1,3.5
