caseid,dAge,dAncstry1,dAncstry2,cat_Avail,cat_Citizen,cat_Class,dDepart,cat_Disabl1,cat_Disabl2,cat_English,cat_Feb55,cat_Fertil,dHispanic,dHour89,dHours,cat_Immigr,dIncome1,dIncome2,dIncome3,dIncome4,dIncome5,dIncome6,dIncome7,dIncome8,dIndustry,cat_Korean,cat_Lang1,cat_Looking,cat_Marital,cat_May75880,cat_Means,cat_Military,cat_Mobility,cat_Mobillim,dOccup,cat_Othrserv,cat_Perscare,dPOB,dPoverty,dPwgt1,cat_Ragechld,dRearning,cat_Relat1,cat_Relat2,cat_Remplpar,cat_Riders,cat_Rlabor,cat_Rownchld,dRpincome,cat_RPOB,cat_Rrelchld,cat_Rspouse,cat_Rvetserv,cat_School,cat_Sept80,cat_Sex,cat_Subfam1,cat_Subfam2,cat_Tmpabsnt,dTravtime,cat_Vietnam,dWeek89,cat_Work89,cat_Worklwk,cat_WWII,cat_Yearsch,cat_Yearwrk,dYrsserv
14777,4,11,1,0,0,1,3,2,2,0,0,1,0,3,3,0,1,0,0,0,0,0,0,0,4,0,2,0,4,0,2,4,1,2,6,0,2,0,2,0,4,2,2,0,0,0,1,0,2,10,0,6,0,1,0,1,0,0,0,1,0,2,1,1,0,9,1,0
14778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,112,0,0,1,0,24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14779,7,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,4,1,1,0,0,2,0,1,1,4,0,0,0,0,0,6,0,0,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,10,5,0
14780,2,1,2,0,0,2,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,0,2,2,4,0,0,4,1,2,4,0,2,0,2,1,0,2,2,0,111,0,6,1,2,10,1,6,0,2,0,0,0,0,3,0,0,1,1,2,0,7,2,0
14781,4,1,2,0,0,2,4,2,2,0,0,3,0,2,2,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,2,2,1,0,0,1,1,0,2,21,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,14,1,0
14782,6,1,1,0,0,2,4,2,2,1,0,5,0,2,2,0,1,0,0,0,0,0,0,0,9,0,1,0,0,0,1,4,1,2,1,0,2,0,2,0,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,4,0,1,1,1,0,10,1,0
14783,6,11,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,2,0,0,0,4,1,1,6,0,2,0,1,2,0,0,0,0,0,0,6,0,2,10,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,4,4,0
14784,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,2,1,4,0,2,0,133,0,0,1,0,52,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14785,6,11,1,0,0,1,5,2,2,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,3,0,2,0,2,0,2,2,1,0,0,1,1,0,2,23,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,10,1,0
14786,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,23,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,0,0
14787,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,7,4,211,0,0,0,0,22,1,0,0,2,0,0,3,1,0,0,0,0,0,0,0,4,0,0
14788,5,11,1,0,0,1,5,2,2,0,0,3,0,3,3,0,2,0,0,1,0,0,0,0,4,0,2,0,0,0,1,4,2,2,6,0,2,0,2,0,4,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,3,0,2,1,1,0,10,1,0
14789,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14790,7,1,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,0,0,4,1,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,3,10,0,4,0,1,0,1,0,0,0,0,0,0,2,2,0,10,6,0
14791,6,1,1,0,0,2,3,2,2,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,9,0,2,0,0,0,10,3,1,2,1,0,2,0,2,1,0,4,0,0,0,0,1,0,4,10,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,16,1,0
14792,4,2,1,0,0,2,5,2,2,0,0,2,0,5,2,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,3,0,2,0,2,1,3,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,11,1,0
14793,7,1,2,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,5,6,0
14794,3,1,1,0,0,4,4,2,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,9,0,2,0,4,0,10,4,2,2,1,0,2,0,0,1,4,2,13,0,0,0,1,0,2,10,0,6,0,2,0,1,0,0,0,2,0,1,1,1,0,11,1,0
14795,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,111,0,0,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
14796,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,121,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14797,3,11,1,0,0,5,3,2,2,0,0,1,0,5,5,0,2,0,0,0,0,0,0,0,9,0,2,0,4,0,1,4,2,2,1,0,2,0,2,2,4,3,9,0,0,1,1,0,3,10,0,6,0,1,0,1,0,0,0,5,0,2,1,1,0,14,1,0
14798,2,1,1,0,0,1,4,2,2,0,0,0,0,5,1,0,1,0,0,0,0,0,1,0,1,0,2,0,4,0,1,4,2,2,4,0,2,0,2,2,0,2,0,0,0,1,1,0,3,10,0,6,0,2,0,0,0,0,0,1,0,1,1,1,0,10,1,0
14799,5,1,1,0,0,1,5,2,2,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,2,0,1,1,1,0,10,1,0
14800,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,1,2,4,0,2,0,222,0,0,1,0,24,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
14801,5,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,2,1,0,0,10,0,0,0,6,0,3,21,0,4,4,1,0,0,0,0,3,0,1,0,2,2,0,12,5,1
14802,7,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,4,1,1,0,0,2,0,2,0,0,0,0,0,0,0,6,0,2,10,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,9,5,0
14803,6,1,1,0,0,2,3,2,2,0,0,3,0,2,3,0,2,0,0,1,0,0,0,1,9,0,2,0,2,0,1,4,2,2,2,0,2,0,2,1,4,3,0,0,0,1,1,0,3,10,0,4,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
14804,3,1,1,0,0,1,5,1,2,1,0,0,0,3,4,0,1,0,0,1,0,0,0,0,7,0,1,0,4,0,1,4,2,2,3,0,2,0,2,1,0,2,9,0,0,1,1,0,2,10,0,6,0,1,0,0,0,0,0,2,0,1,1,1,0,11,1,0
14805,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,6,0,221,0,0,0,0,10,1,0,0,1,0,1,3,1,0,0,0,0,0,0,0,2,0,0
14806,4,3,1,0,0,1,3,2,2,3,0,5,0,5,3,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,1,4,2,2,6,0,2,0,2,2,3,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,4,0,1,1,1,0,10,1,0
14807,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
14808,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
14809,5,1,1,0,0,1,0,1,1,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,9,0,2,2,2,0,0,4,2,1,2,0,2,0,1,2,4,2,0,0,0,0,6,0,2,10,0,4,0,1,0,1,0,0,3,0,0,1,1,2,0,9,2,0
14810,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
14811,7,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,1,0,0,1,0,2,2,4,0,1,0,0,0,6,0,2,23,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,7,6,0
14812,6,1,1,0,3,1,3,2,2,1,0,6,0,2,2,9,2,0,0,0,0,0,0,0,9,0,1,0,0,0,10,4,1,2,6,0,2,2,2,1,4,3,1,0,0,0,1,0,3,51,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,5,1,0
14813,3,11,1,0,0,5,1,1,2,0,0,3,0,3,3,0,1,0,0,0,0,0,0,0,8,0,2,0,4,0,1,2,2,2,2,0,2,0,2,1,1,2,0,0,0,1,1,0,2,21,0,6,1,1,1,1,0,0,0,2,0,2,1,1,0,10,1,1
14814,3,0,1,0,0,1,2,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,2,2,5,0,2,0,1,1,0,2,0,0,0,1,1,0,2,10,0,1,0,1,0,0,0,0,0,5,0,1,1,1,0,10,1,0
14815,3,1,1,0,0,1,2,2,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,9,0,2,0,4,0,1,4,1,2,3,0,2,0,2,1,4,2,2,0,0,1,1,0,2,21,0,6,0,3,0,1,0,0,0,3,0,1,1,1,0,11,1,0
14816,3,1,1,0,0,1,4,2,2,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,2,0,2,0,2,0,4,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,3,0,2,1,1,0,12,1,0
14817,4,11,1,0,0,4,5,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,9,0,2,0,4,0,1,3,1,2,5,0,2,0,2,2,0,3,0,0,0,1,1,0,3,10,0,6,0,1,0,0,0,0,0,4,0,2,1,1,0,15,1,0
14818,2,1,2,0,0,3,3,2,2,0,0,1,0,3,2,0,1,0,0,0,0,0,0,0,9,0,2,0,4,0,1,4,1,2,1,0,2,0,2,0,4,2,3,0,0,1,1,0,2,23,0,6,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
14819,6,1,1,0,0,1,3,2,2,0,0,0,0,3,3,0,4,0,0,1,0,0,0,0,6,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,0,5,0,0,0,1,1,0,5,10,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,6,1,0
14820,3,11,2,0,0,1,3,2,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,2,2,2,0,2,0,2,2,4,2,3,0,0,1,1,0,2,10,0,6,0,2,0,1,0,0,0,5,0,2,1,0,0,11,1,0
14821,4,1,1,0,0,1,2,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,6,0,2,0,2,3,0,3,0,0,0,1,1,0,3,23,0,1,0,1,0,0,0,0,0,4,0,2,1,0,0,10,1,0
14822,7,11,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,4,0,0,2,1,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,2,22,0,6,10,1,0,0,0,0,3,0,0,0,2,2,1,11,6,1
14823,6,1,1,0,0,7,4,2,2,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,1,4,1,2,2,0,2,0,2,0,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,7,1,0
14824,3,11,1,0,0,4,4,2,2,0,0,1,0,2,3,0,2,0,0,0,0,0,0,0,9,0,2,0,4,0,1,4,1,2,1,0,2,0,2,3,4,3,2,0,0,1,1,0,3,10,0,6,0,1,0,1,0,0,0,2,0,1,1,1,0,14,1,0
14825,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
14826,6,1,1,0,0,3,4,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,2,0,1,0,0,1,1,0,0,21,0,1,0,1,0,1,0,0,0,2,0,0,2,1,0,15,1,0
14827,4,9,1,0,4,6,4,2,2,3,0,1,0,5,5,1,3,1,0,0,0,0,0,0,8,0,1,0,0,0,1,4,2,2,6,0,2,3,2,2,4,4,1,0,0,1,1,0,4,52,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
14828,5,1,2,0,0,1,2,2,2,0,0,0,0,5,4,0,4,0,0,0,0,0,0,0,3,0,2,0,0,0,1,4,1,2,1,0,2,0,2,0,0,5,0,0,0,1,1,0,5,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,13,1,0
14829,6,1,1,0,0,1,3,2,2,0,1,0,0,3,3,0,4,1,0,1,0,0,0,0,8,0,2,0,0,0,1,2,2,2,2,0,2,0,2,1,0,5,0,0,0,1,1,0,5,10,0,1,7,1,0,0,0,0,0,3,0,2,1,1,0,14,1,1
14830,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,0,4,0,2,0,134,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
14831,4,11,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,1,3,0,0,2,0,0,0,6,0,0,10,0,6,0,1,0,0,2,1,3,0,0,0,2,2,0,10,5,0
14832,5,1,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,2,4,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,7,0
14833,6,1,2,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,22,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,9,7,0
14834,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14835,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14836,4,2,1,0,0,1,2,2,2,0,0,0,0,3,5,0,3,0,0,1,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,0,4,0,0,0,1,1,0,4,21,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,14,1,0
14837,4,1,1,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,0,0,4,2,2,0,0,2,0,1,1,2,0,0,0,0,0,6,0,3,10,0,5,0,2,0,1,0,0,3,0,0,0,2,2,0,10,7,0
14838,3,3,1,0,1,1,4,2,2,1,0,3,2,3,1,3,1,0,0,0,0,0,0,0,8,0,1,0,0,0,1,4,2,2,2,0,2,1,2,1,3,2,0,0,0,1,1,0,2,31,0,1,0,1,0,1,0,0,0,2,0,1,1,1,0,10,1,0
14839,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,221,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
14840,7,1,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,4,2,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
14841,7,1,2,0,0,6,2,2,2,0,0,0,0,2,1,0,1,0,1,1,1,0,1,1,1,0,2,0,0,0,1,2,1,2,4,0,2,0,2,2,0,2,0,0,0,2,1,0,3,10,0,1,10,1,0,0,0,0,0,1,0,2,1,1,1,10,1,1
14842,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,122,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
14843,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
14844,7,1,1,0,0,1,4,2,2,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,8,0,2,0,1,0,1,4,1,2,2,0,2,0,2,1,4,2,0,0,0,1,1,0,3,10,0,3,0,1,0,1,0,0,0,2,0,2,1,1,0,10,1,0
14845,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
14846,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
14847,6,11,1,0,0,1,3,2,2,1,0,6,0,3,2,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,1,4,1,2,1,0,2,0,2,1,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,3,0,2,1,1,0,7,1,0
14848,1,3,1,0,4,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,4,2,1,4,0,2,0,121,0,0,1,0,52,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
14849,6,1,2,0,0,1,2,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,6,0,2,0,0,0,1,3,2,2,2,0,2,0,2,0,0,3,0,0,0,2,1,0,3,21,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
14850,4,11,1,0,0,1,2,2,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,5,0,2,0,0,0,1,4,2,2,6,0,2,0,2,2,0,3,1,0,0,2,1,0,3,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,11,1,0
14851,6,1,1,0,0,3,4,2,2,0,0,6,0,1,1,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,2,0,2,0,2,2,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
14852,4,1,1,0,0,2,3,2,2,0,0,1,0,3,3,0,2,0,0,1,0,0,0,1,9,0,2,0,4,0,1,4,2,2,1,0,1,0,2,0,4,3,2,0,0,1,1,0,3,10,0,6,0,1,0,1,0,0,0,4,0,2,1,1,0,14,1,0
14853,6,1,1,0,0,1,3,2,2,0,0,4,0,3,3,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,4,3,1,0,0,1,1,0,3,22,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,14,1,0
14854,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,2,0,221,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
14855,5,1,1,0,0,2,3,2,2,0,0,3,0,3,3,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,2,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,14,1,0
14856,3,11,1,0,0,1,3,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,4,0,2,0,4,0,1,4,1,2,5,0,2,0,2,2,0,2,2,0,0,1,1,0,2,10,0,6,0,1,0,0,0,0,0,2,0,2,1,1,0,11,1,0
14857,3,11,1,0,0,5,4,2,2,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,11,0,2,0,0,0,1,1,2,2,5,0,2,0,2,1,0,2,0,0,0,1,4,0,2,23,0,1,1,1,1,0,0,0,0,2,0,2,1,1,0,11,1,2
14858,6,3,1,0,0,0,0,2,2,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,5,7,0
14859,6,1,1,0,0,1,5,2,2,0,0,5,0,3,4,0,1,0,0,0,0,0,0,0,7,0,2,0,2,0,1,4,1,2,2,0,2,0,2,1,4,2,7,2,0,1,1,0,2,22,0,4,0,1,0,1,0,0,0,5,0,1,1,1,0,10,1,0
14860,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,111,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14861,6,1,2,0,0,6,4,2,2,0,0,0,0,5,5,0,0,1,0,1,0,0,0,0,9,1,2,0,0,0,1,2,1,2,1,0,2,0,2,1,0,5,0,0,0,1,1,0,5,10,0,1,8,1,0,0,0,0,0,4,0,2,1,1,0,16,1,1
14862,3,1,1,0,0,3,4,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,10,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,0,3,7,9,0,1,1,0,3,10,0,2,0,1,0,0,0,0,0,1,0,2,1,1,0,13,1,0
14863,3,1,12,0,0,1,5,2,2,0,0,1,0,5,2,0,1,0,0,0,0,0,0,0,9,0,2,0,4,0,1,4,1,2,3,0,2,0,2,1,4,2,2,0,0,1,1,0,2,10,0,6,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
14864,2,6,1,4,4,1,0,2,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,7,0,1,1,4,0,0,4,2,2,2,0,2,3,1,0,4,2,2,0,0,0,3,0,2,52,0,6,0,2,0,1,0,0,3,0,0,1,1,2,0,11,2,0
14865,7,0,1,0,0,1,0,2,2,0,0,0,0,3,0,0,1,0,0,1,1,0,1,0,7,0,2,2,0,0,0,2,2,2,2,0,2,0,2,1,0,2,0,0,0,0,6,0,4,10,0,1,10,1,0,0,0,0,3,0,0,1,1,2,1,10,2,2
14866,6,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,1,0,0,2,0,2,0,4,0,1,0,0,0,6,0,0,23,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,7,7,0
14867,3,9,1,0,4,1,3,2,2,1,0,0,0,4,4,6,3,0,0,0,0,0,0,0,5,0,1,0,4,0,1,4,1,2,6,0,2,3,2,2,0,4,2,0,0,1,1,0,4,52,0,6,0,1,0,0,0,0,0,3,0,1,1,1,0,11,1,0
14868,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,4,0,2,0,221,0,0,1,0,21,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0
14869,4,1,2,0,0,5,3,2,2,1,0,0,0,3,4,0,1,0,0,0,0,0,0,0,9,0,1,0,0,1,1,2,2,2,1,0,2,0,1,1,0,2,0,0,0,1,1,0,2,22,0,1,4,1,0,0,0,0,0,2,1,1,1,1,0,17,1,1
14870,3,1,1,0,0,5,3,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,9,0,2,0,4,0,2,4,2,2,2,0,2,0,2,2,0,2,0,0,0,0,1,0,2,24,0,6,0,1,0,0,0,0,0,5,0,1,1,1,0,14,1,0
14871,6,1,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,1,0,0,1,0,2,0,4,0,1,0,0,0,6,0,2,22,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,5,6,0
14872,6,11,1,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,0,0,4,2,2,0,0,2,0,1,2,4,0,0,0,0,0,6,0,2,23,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,5,6,0
14873,5,1,2,0,0,4,3,2,2,0,0,2,0,2,2,0,3,0,0,1,0,0,0,0,10,0,2,0,3,0,1,4,2,2,1,0,2,0,2,1,2,4,0,0,0,1,1,0,4,22,0,5,0,1,0,1,0,0,0,3,0,2,1,1,0,15,1,0
