communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
cat1682.0,cat3.0,31.0,47600.0,9.0,53310.0,2.41,1.0,89.44,7.66,3.3,11.92,28.05,12.26,7.87,53310.0,100.0,33951.0,85.31,0.56,50.18,16.87,3.35,11.81,41483.0,17107.0,17723.0,10977.0,15329.0,11975.0,8790.0,9661.0,3402.0,6.45,2.73,8.52,35.99,3.79,73.08,19.14,21.33,8.87,34.37,10.56,29.0,16.23,13.57,3.0,76.1,76.78,85.98,77.81,60.33,70.19,540.0,1.62,5191.0,15.51,26.08,38.59,51.8,1.51,2.54,3.76,5.04,88.5,1.7,3.25,2.1,2.39,2.74,2.09,53.75,2.76,53.51,2.0,1983.0,91.77,46.98,0.35,4.99,1977.0,1.57,0.18,73500.0,89800.0,113500.0,40000.0,379.0,455.0,555.0,176.0,508.0,24.5,20.7,13.5,0.0,2.0,9.74,39.12,33.22,60.14,77.03,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,14.3,3722.8,5.08,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,17.0,28.13,52.0,86.06,122.0,201.91,523.0,865.55,2234.0,3697.21,287.0,474.98,29.0,47.99,316.1,5085.73
cat1091.0,cat15.0,31.0,47600.0,9.0,11199.0,2.53,5.76,93.12,0.75,0.35,16.4,29.09,16.4,13.26,0.0,0.0,25300.0,73.74,1.52,39.77,30.56,10.72,18.57,32964.0,12299.0,12595.0,8702.0,3488.0,6882.0,1955.0,8623.0,1584.0,15.05,8.48,22.29,17.38,6.61,60.42,19.44,26.83,20.59,25.76,9.73,30.15,14.26,12.2,3.0,69.81,69.46,81.31,76.59,64.31,74.45,173.0,1.88,142.0,15.49,25.35,30.99,40.14,0.2,0.32,0.39,0.51,97.24,0.19,2.57,1.69,2.38,2.59,2.12,59.78,1.26,50.16,2.0,205.0,95.58,54.83,1.46,36.59,1959.0,8.56,0.67,42700.0,55900.0,73200.0,30500.0,168.0,268.0,335.0,167.0,333.0,24.8,16.1,13.0,12.0,0.0,1.27,81.53,49.67,78.55,92.42,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,5.1,2176.8,0.56,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,1.0,8.61,9.0,77.47,6.0,51.64,33.0,284.04,60.0,516.44,442.0,3804.44,19.0,163.54,0.0,0.0,421.76,4484.42
cat1683.0,cat36.0,31.0,47600.0,9.0,14732.0,2.99,10.98,88.46,0.33,0.54,13.87,27.21,11.67,6.64,14732.0,100.0,39261.0,87.11,0.68,35.42,15.1,3.72,9.27,42446.0,13645.0,14083.0,10395.0,9221.0,10611.0,12000.0,7332.0,818.0,5.65,7.82,22.15,24.38,2.83,70.38,12.66,21.95,11.31,30.14,6.81,20.57,9.83,8.39,3.23,83.95,80.57,98.26,87.95,65.19,68.02,111.0,1.08,164.0,21.34,25.0,32.32,35.98,0.24,0.28,0.36,0.4,97.29,0.16,3.78,3.21,2.94,2.99,2.69,84.15,2.19,23.99,3.0,223.0,95.66,82.71,0.0,21.97,1979.0,2.11,1.15,61400.0,76800.0,92300.0,30900.0,185.0,311.0,385.0,200.0,422.0,21.2,16.9,11.9,0.0,0.0,1.11,68.17,43.46,62.31,85.0,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,19.5,754.6,0.14,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,1.0,5.75,3.0,17.24,2.0,11.49,18.0,103.45,22.0,126.44,56.0,321.86,7.0,40.23,1.0,8.22,137.94,2880.63
cat45.0,cat8.0,31.0,47600.0,9.0,11677.0,2.65,0.0,99.43,0.15,0.51,15.06,27.84,13.57,13.27,0.0,0.0,24868.0,76.24,0.62,33.43,32.29,6.48,14.94,29955.0,11175.0,11165.0,0.0,11213.0,30125.0,0.0,5974.0,1221.0,10.84,9.51,30.57,9.2,5.96,59.84,27.78,21.21,22.48,16.33,11.51,23.14,14.64,13.2,3.07,73.87,70.72,77.47,78.43,60.2,72.71,108.0,1.03,46.0,0.0,0.0,0.0,21.74,0.0,0.0,0.0,0.09,98.33,0.36,3.54,2.61,2.57,2.69,2.37,64.38,2.99,53.87,2.0,196.0,95.74,61.39,1.53,48.47,1960.0,9.01,0.98,37000.0,47600.0,63800.0,26800.0,209.0,285.0,340.0,131.0,366.0,23.4,15.6,11.9,9.0,0.0,0.39,85.06,52.69,86.15,94.65,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,4.2,2790.9,0.25,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,1.0,8.03,0.0,0.0,26.0,208.84,59.0,473.9,408.0,3277.11,20.0,160.64,3.0,24.1,216.87,3935.74
cat1684.0,cat1.0,31.0,60090.0,9.0,10539.0,2.68,0.54,97.23,1.53,2.98,11.51,24.41,10.92,12.63,10539.0,100.0,48864.0,85.27,0.64,55.57,26.59,3.66,18.45,54145.0,19283.0,19343.0,12226.0,0.0,26863.0,13500.0,16454.0,218.0,2.07,7.19,20.26,23.4,3.61,68.89,23.4,19.29,13.88,30.19,6.87,27.89,10.22,8.65,3.15,82.32,80.91,94.71,84.04,57.93,67.5,66.0,0.86,836.0,10.89,13.88,15.19,23.21,0.86,1.1,1.21,1.84,87.89,1.36,4.46,3.35,2.67,2.87,2.08,80.43,0.94,39.74,3.0,117.0,97.12,74.87,0.85,51.28,1957.0,0.23,0.0,156800.0,178600.0,201100.0,44300.0,549.0,701.0,834.0,285.0,779.0,29.2,24.7,14.8,0.0,0.0,7.93,69.92,65.34,85.94,95.46,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,3.1,3428.0,3.17,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,0.0,0.0,0.0,0.0,6.0,54.25,38.0,343.58,191.0,1726.94,19.0,171.79,0.0,0.0,54.25,2242.31
cat1685.0,cat10.0,31.0,47600.0,9.0,157615.0,2.58,5.99,82.71,1.88,14.74,13.91,26.6,12.44,10.85,157615.0,100.0,24915.0,78.31,1.4,35.22,24.44,5.66,12.28,30144.0,12744.0,14025.0,6382.0,9511.0,8693.0,5899.0,6314.0,26058.0,16.77,8.61,24.28,17.77,6.76,62.47,12.07,23.66,14.14,23.5,11.71,23.66,15.35,13.63,3.12,74.31,70.71,79.75,76.4,60.62,68.61,3039.0,2.46,6497.0,17.13,28.24,39.39,56.49,0.71,1.16,1.62,2.33,85.96,2.42,5.22,3.62,2.54,2.65,2.36,65.29,5.01,48.5,3.0,7455.0,89.13,62.6,3.51,43.45,1962.0,9.04,0.38,34000.0,50700.0,71800.0,37800.0,231.0,291.0,375.0,144.0,348.0,24.7,19.9,12.8,269.0,23.0,4.12,66.51,48.34,72.04,91.98,250.0,148.68,224.0,133.22,85000.0,50552.5,340.0,148.7,89.91,92.8,1.6,5.6,0.0,7.2,40.0,12.0,0.0,91.1,1730.1,0.85,116.0,1.136779E7,89.6,10.0,16.0,67608.3,11.0,6.54,89.0,52.93,208.0,123.7,821.0,488.28,2739.0,1628.98,9351.0,5561.37,649.0,385.98,69.0,41.04,671.46,7617.37
cat1686.0,cat2.0,77.0,6088.0,9.0,18867.0,2.37,1.42,95.82,1.01,3.87,9.8,21.82,9.79,19.52,18867.0,100.0,30565.0,72.59,0.34,54.47,35.38,5.39,25.49,37949.0,15289.0,15498.0,10868.0,11000.0,17018.0,5489.0,9443.0,1111.0,6.09,8.8,25.24,20.27,4.06,58.36,21.41,26.56,15.55,25.97,8.11,26.41,10.21,9.26,2.89,78.78,76.7,85.91,74.95,61.55,74.07,217.0,1.5,827.0,4.59,9.55,17.9,23.94,0.2,0.42,0.78,1.05,89.68,0.84,3.13,2.05,2.29,2.55,1.82,71.09,0.9,43.66,3.0,286.0,96.53,63.68,1.4,25.87,1954.0,0.5,0.13,75800.0,92800.0,117300.0,41500.0,350.0,451.0,530.0,180.0,511.0,27.2,20.9,13.4,0.0,0.0,4.38,78.95,62.09,76.31,93.17,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,4.5,4154.3,1.67,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,1.0,1.37,18.0,24.68,73.0,100.08,134.0,183.71,533.0,730.73,1944.0,2665.17,174.0,238.55,7.0,9.6,309.84,3644.04
cat1687.0,cat11.0,31.0,47600.0,9.0,40213.0,2.99,8.72,58.22,4.27,49.74,14.95,33.07,15.3,6.01,40213.0,100.0,28838.0,83.53,0.43,21.64,16.71,12.25,11.28,30750.0,10924.0,12625.0,9049.0,10695.0,11208.0,7918.0,8010.0,6194.0,15.59,12.32,29.69,13.37,9.69,61.56,14.58,23.82,17.7,21.47,11.82,33.33,16.1,14.0,3.5,67.71,62.92,75.42,74.43,52.54,59.09,1726.0,6.06,6801.0,19.53,31.58,42.45,54.2,3.3,5.34,7.18,9.17,63.69,7.75,11.45,8.23,2.96,3.16,2.74,55.57,15.68,62.4,2.0,1301.0,91.19,52.0,3.07,12.91,1978.0,6.25,0.53,76100.0,98500.0,125600.0,49500.0,387.0,484.0,556.0,169.0,534.0,29.4,25.2,12.1,100.0,9.0,16.91,57.47,37.98,64.85,88.29,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,14.6,2746.0,0.62,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,6.0,14.48,15.0,36.19,172.0,415.0,261.0,629.74,803.0,1937.46,1390.0,3353.76,640.0,1544.18,18.0,43.43,1095.4,6878.83
cat660.0,cat2.0,17.0,49120.0,9.0,43063.0,2.97,1.57,96.52,1.52,1.23,12.69,24.19,11.32,9.11,43126.0,100.0,46756.0,86.16,0.26,57.57,23.08,3.73,16.93,51081.0,17479.0,17569.0,15157.0,12049.0,15758.0,13188.0,12993.0,1476.0,3.52,4.44,15.07,26.08,3.53,68.25,17.63,25.62,10.68,31.65,6.38,27.81,9.11,7.81,3.3,85.63,83.78,92.42,89.96,55.1,69.13,307.0,1.02,1552.0,4.45,8.05,15.85,26.8,0.16,0.29,0.57,0.97,93.47,0.57,5.61,4.43,2.88,3.16,2.05,81.96,0.93,29.02,3.0,461.0,96.91,74.63,0.43,14.97,1965.0,0.31,0.17,112200.0,138800.0,177300.0,65100.0,477.0,581.0,685.0,208.0,656.0,25.2,23.3,12.8,9.0,0.0,3.6,68.58,59.6,83.38,89.88,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,20.1,2142.8,3.54,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,5.0,11.07,22.0,48.69,21.0,46.48,206.0,455.9,1319.0,2919.11,220.0,486.89,1.0,8.22,106.23,2880.63
cat1688.0,cat36.0,31.0,47600.0,9.0,11290.0,2.56,15.89,83.31,0.42,0.95,12.55,24.93,10.58,9.67,0.0,0.0,38017.0,84.28,1.28,46.42,20.53,2.11,16.03,44717.0,17471.0,19026.0,8601.0,25096.0,32887.0,0.0,14930.0,790.0,7.06,3.3,11.47,35.25,4.13,64.57,13.28,23.73,7.94,36.21,9.33,22.67,12.23,10.84,3.0,80.38,77.5,89.89,73.87,66.85,68.78,129.0,1.7,142.0,8.45,24.65,28.87,28.87,0.11,0.31,0.36,0.36,98.26,0.17,3.21,2.38,2.53,2.7,2.12,75.63,1.81,33.3,3.0,463.0,90.5,70.85,0.22,42.55,1980.0,2.81,0.49,61100.0,76300.0,99600.0,38500.0,300.0,364.0,455.0,155.0,436.0,20.5,19.0,11.8,0.0,0.0,1.26,59.63,47.23,65.69,83.94,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,11.4,987.9,0.09,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,0.0,0.0,3.0,20.55,15.0,102.77,94.0,644.06,335.0,2295.31,12.0,82.22,1.0,8.22,123.33,2880.63
cat1689.0,cat0.0,99.0,15340.0,9.0,25905.0,2.91,1.48,97.11,0.83,1.15,14.83,28.26,12.47,5.96,23989.0,92.6,42026.0,88.52,0.68,44.08,15.81,4.28,11.84,45607.0,16424.0,16505.0,13284.0,17592.0,10273.0,11617.0,11482.0,1111.0,4.31,3.63,15.58,13.18,5.38,70.99,29.21,17.44,17.22,23.15,8.86,26.28,9.82,9.34,3.31,85.09,84.44,90.8,86.7,54.49,64.26,218.0,1.25,824.0,3.64,5.58,8.13,9.1,0.12,0.18,0.26,0.29,94.55,0.55,4.42,3.48,2.9,3.0,2.58,78.65,2.3,38.65,3.0,678.0,92.93,76.0,1.18,34.07,1978.0,2.0,0.15,73900.0,90600.0,113700.0,39800.0,409.0,467.0,541.0,132.0,527.0,22.6,19.9,13.7,0.0,0.0,3.18,79.75,46.93,77.91,90.99,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,28.9,896.1,0.29,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,8.0,70.29,5.0,18.78,64.0,240.44,145.0,544.74,849.0,3189.57,72.0,270.49,2.0,7.51,46.52,4012.32
cat1690.0,cat2.0,17.0,44968.0,9.0,25083.0,2.93,1.42,95.27,3.02,1.09,12.98,21.21,10.08,7.84,23649.0,94.13,69904.0,90.15,0.66,70.21,16.78,1.63,13.07,75732.0,28853.0,28849.0,21489.0,58000.0,31869.0,6130.0,21241.0,451.0,1.8,1.19,5.62,53.32,2.95,70.48,17.17,29.55,4.38,49.77,4.77,23.49,6.63,5.72,3.22,91.63,90.77,98.03,87.78,53.91,63.87,66.0,0.39,1454.0,3.85,11.14,16.78,21.46,0.22,0.65,0.97,1.24,93.03,0.27,3.97,3.33,2.92,3.01,2.27,90.42,0.36,17.79,4.0,309.0,96.51,87.68,0.65,26.54,1974.0,0.23,0.09,173100.0,216800.0,274800.0,101700.0,691.0,740.0,897.0,206.0,874.0,22.8,23.1,13.0,0.0,0.0,5.79,36.91,57.42,71.56,77.12,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,18.6,1349.9,7.7,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,1.0,3.92,0.0,0.0,1.0,3.92,4.0,15.68,107.0,419.39,359.0,1407.13,48.0,188.14,0.0,0.0,23.52,2014.66
cat1691.0,cat11.0,31.0,47600.0,9.0,143050.0,3.21,1.5,67.32,20.51,23.47,14.27,30.28,14.73,7.99,143050.0,100.0,39882.0,84.78,0.61,35.25,19.72,9.42,14.63,41930.0,13976.0,16069.0,16515.0,12939.0,9827.0,8071.0,8412.0,14652.0,10.42,11.29,25.6,16.14,6.21,65.8,25.3,15.87,16.03,23.14,9.45,35.41,13.81,11.61,3.51,75.52,68.8,86.85,76.93,60.23,66.04,2606.0,2.55,43608.0,22.85,35.18,50.05,65.42,6.97,10.72,15.26,19.94,60.56,13.28,13.64,10.69,3.17,3.02,3.38,56.84,18.4,46.76,3.0,1446.0,96.86,59.6,1.31,12.93,1963.0,2.19,0.49,169900.0,199700.0,236600.0,66700.0,582.0,694.0,852.0,270.0,745.0,32.2,24.1,10.9,47.0,15.0,30.48,40.42,45.29,76.93,85.64,168.0,112.98,152.0,102.22,68090.0,45789.6,405.3,113.0,78.06,67.76,1.4,6.54,2.8,10.75,6.0,7.0,225.7,18.6,7697.5,2.96,67.0,1.665605E7,90.48,5.0,3.57,112009.6,13.0,8.74,33.0,22.19,430.0,289.17,441.0,296.57,1759.0,1182.9,5075.0,3412.87,1799.0,1209.8,65.0,43.71,616.67,5849.28
cat1692.0,cat1.0,35.0,7720.0,9.0,32509.0,2.88,1.6,92.63,5.07,2.53,12.3,24.76,11.8,9.09,31979.0,98.37,63533.0,90.14,0.55,65.63,20.41,2.54,14.82,67323.0,26007.0,26200.0,16936.0,21015.0,27027.0,6727.0,16008.0,520.0,1.62,4.8,10.96,41.3,2.64,73.18,17.49,24.05,7.75,41.63,4.94,28.65,7.06,6.03,3.16,89.06,87.89,95.23,84.94,61.01,73.89,285.0,1.29,3387.0,8.33,17.71,24.59,27.4,0.87,1.85,2.56,2.85,86.63,1.8,4.16,3.4,2.84,2.9,2.45,87.5,1.19,22.27,3.0,465.0,96.04,85.53,0.65,51.4,1966.0,0.45,0.2,170400.0,226600.0,289400.0,119000.0,617.0,757.0,948.0,331.0,912.0,24.3,21.8,12.4,35.0,0.0,10.42,56.51,60.73,74.76,89.1,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,33.6,967.1,2.18,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,0.0,0.0,16.0,45.78,15.0,42.92,101.0,288.99,698.0,1997.2,70.0,200.29,5.0,14.31,88.7,2500.79
cat1693.0,cat11.0,31.0,47600.0,9.0,22580.0,4.01,1.18,38.97,1.43,82.74,17.23,33.45,16.75,6.82,22580.0,100.0,32128.0,82.62,0.71,20.61,22.3,12.18,13.04,32070.0,8876.0,11715.0,9836.0,10362.0,8927.0,6899.0,7381.0,3930.0,17.68,37.18,59.31,5.41,9.65,61.12,35.42,11.95,33.69,9.64,7.51,39.24,11.09,9.28,4.24,74.46,66.15,82.08,82.95,54.11,56.54,1150.0,6.53,10024.0,19.65,30.19,39.5,49.06,8.72,13.4,17.53,21.78,25.13,29.07,27.91,22.97,3.96,3.76,4.21,51.74,38.97,68.83,2.0,161.0,97.22,54.61,1.86,19.88,1955.0,5.63,1.29,127700.0,157000.0,186100.0,58400.0,409.0,519.0,658.0,249.0,576.0,28.1,27.6,11.8,0.0,1.0,44.39,44.34,52.02,87.33,89.02,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,2.5,9119.5,5.34,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,3.0,12.98,7.0,30.29,113.0,488.9,138.0,597.07,219.0,947.52,454.0,1964.26,311.0,1345.56,4.0,17.31,1129.23,4274.65
cat1694.0,cat2.0,45.0,63264.0,9.0,28703.0,2.92,3.16,92.98,3.58,1.72,24.9,36.41,26.05,11.79,28683.0,100.0,51762.0,79.04,1.31,68.72,27.46,3.22,16.64,71883.0,28516.0,29243.0,9906.0,8333.0,27432.0,24256.0,15885.0,1270.0,5.31,2.53,7.03,58.16,3.49,56.26,10.57,40.67,3.15,50.96,4.0,46.19,7.13,5.65,3.05,87.6,85.5,96.11,83.92,53.2,61.13,85.0,0.49,2131.0,11.17,16.99,23.32,29.52,0.83,1.26,1.73,2.19,90.5,0.56,4.07,2.67,2.44,2.82,1.78,73.06,0.62,38.8,3.0,749.0,92.92,63.1,0.13,37.92,1958.0,0.43,0.27,167500.0,266700.0,389800.0,222300.0,581.0,670.0,802.0,221.0,735.0,29.0,19.9,13.8,0.0,0.0,7.43,53.53,49.29,61.61,77.89,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,14.3,2013.5,13.16,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,1.0,3.43,2.0,6.85,4.0,13.7,10.0,34.25,66.0,226.07,420.0,1438.65,36.0,123.31,1.0,3.43,58.23,1791.46
cat37.0,cat12.0,31.0,47600.0,9.0,25945.0,2.46,10.48,88.94,0.31,0.38,13.28,25.71,12.3,13.36,25945.0,100.0,22085.0,74.57,1.07,32.39,30.04,9.94,14.78,28359.0,11828.0,12399.0,7223.0,5721.0,11200.0,9231.0,6191.0,4326.0,17.04,15.24,33.72,11.83,8.42,58.5,25.42,21.61,21.61,20.73,11.55,23.28,15.56,13.76,2.96,68.99,66.72,77.27,69.53,67.46,73.04,793.0,3.56,118.0,5.08,5.08,5.08,11.02,0.02,0.02,0.02,0.05,98.37,0.22,2.89,2.01,2.41,2.53,2.23,61.31,2.19,57.53,2.0,807.0,92.89,58.26,0.62,39.16,1963.0,9.59,0.38,34300.0,50200.0,70800.0,36500.0,189.0,257.0,313.0,124.0,315.0,24.4,16.1,12.7,14.0,0.0,0.45,75.04,47.98,85.87,91.25,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,13.5,1922.4,0.69,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,1.0,3.75,20.0,74.91,12.0,44.95,312.0,1168.58,272.0,1018.76,1179.0,4415.9,82.0,307.13,9.0,33.71,1292.18,5775.5
cat1695.0,cat15.0,151.0,1420.0,9.0,23304.0,2.62,12.06,86.84,0.53,0.7,17.41,28.82,16.39,15.25,0.0,0.0,21040.0,66.58,0.36,39.44,35.92,12.68,19.97,26238.0,9873.0,10455.0,6050.0,8537.0,5780.0,498.0,7333.0,4201.0,19.29,9.09,28.3,11.96,11.58,49.71,26.93,28.75,23.25,20.13,10.86,31.65,14.04,12.58,3.03,66.1,61.89,71.56,74.26,54.09,62.72,729.0,3.85,388.0,13.4,19.85,21.13,35.82,0.22,0.33,0.35,0.6,95.63,0.5,4.28,3.0,2.45,2.52,2.35,60.95,1.3,45.98,3.0,669.0,93.01,59.26,7.17,51.72,1947.0,7.78,0.38,27300.0,40100.0,57300.0,30000.0,164.0,223.0,293.0,129.0,315.0,27.5,18.3,13.5,26.0,0.0,1.66,78.66,55.85,85.04,94.15,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,8.5,2733.9,0.15,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,25.0,105.16,96.0,403.8,120.0,504.75,428.0,1800.29,1600.0,6730.04,149.0,626.74,21.0,88.33,1013.71,9245.39
cat1696.0,cat7.0,9.0,1465.0,9.0,29151.0,2.8,0.84,95.04,3.76,1.49,13.83,23.24,11.5,9.68,24155.0,82.86,61070.0,82.17,0.6,62.65,21.94,3.64,15.21,70757.0,26327.0,26442.0,29957.0,31504.0,22929.0,24003.0,19743.0,854.0,2.93,2.98,8.78,52.49,4.05,66.8,21.25,34.18,4.51,53.69,4.58,27.45,7.71,6.24,3.26,87.08,86.89,93.69,86.82,53.32,66.84,217.0,1.03,2062.0,12.71,16.59,22.02,30.55,0.9,1.17,1.56,2.16,90.5,1.08,4.3,3.34,2.8,3.07,1.98,82.0,0.58,28.03,3.0,477.0,95.62,74.58,0.84,24.32,1961.0,0.43,0.31,201400.0,254800.0,332600.0,131200.0,357.0,594.0,794.0,437.0,659.0,26.4,22.0,13.9,0.0,0.0,7.07,64.87,68.34,80.57,90.94,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,32.1,907.4,2.64,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,9.0,29.15,7.0,22.67,16.0,51.82,178.0,576.54,540.0,1749.04,131.0,424.31,1.0,3.24,103.65,2753.13
cat1697.0,cat11.0,31.0,47600.0,9.0,210943.0,3.07,9.63,57.54,22.8,24.96,15.55,28.46,14.21,9.43,210943.0,100.0,26876.0,73.47,0.77,29.84,24.22,21.3,15.57,30315.0,11331.0,14141.0,7789.0,8358.0,6914.0,8704.0,7884.0,43990.0,21.37,17.72,33.37,15.01,10.28,52.95,12.32,24.75,15.68,23.97,11.45,34.43,15.18,13.36,3.57,66.98,63.94,75.84,73.25,47.6,55.78,8807.0,5.48,47721.0,13.65,27.23,42.14,59.27,3.09,6.16,9.53,13.41,63.46,11.42,14.25,10.19,3.0,2.87,3.12,46.39,16.76,57.29,2.0,3731.0,94.86,48.48,4.77,19.46,1970.0,4.84,0.68,77600.0,107200.0,145000.0,67400.0,319.0,404.0,495.0,176.0,476.0,29.5,22.2,11.8,514.0,60.0,22.62,53.77,43.67,78.27,89.39,242.0,108.16,228.0,101.9,215012.0,96093.9,888.5,108.2,67.87,89.67,9.09,1.24,0.0,10.33,19.0,9.0,254.8,54.5,3873.4,2.0,163.0,2.6654726E7,94.21,5.0,7.85,119126.2,45.0,20.11,157.0,70.17,1554.0,694.52,1744.0,779.43,5362.0,2396.4,12291.0,5493.14,3696.0,1651.83,132.0,58.99,1564.23,9600.36
